,Title,"Band Gap, HSE06","Dielectric Constant, Electronic",EBE
963,C2H8NSnF3,5.07,2.97,4.1255584587416285
965,C2H8NSnF3,4.76,2.96,3.809166317649062
967,C2H8NSnF3,5.06,2.9,4.069414460013558
969,C2H8NSnF3,5.11,2.89,4.1125473364440115
971,C2H8NSnF3,5.14,2.88,4.135608556220344
973,C2H8NSnF3,5.04,2.84,4.00711659501017
975,C2H8NSnF3,5.04,2.97,4.095558458741628
977,C2H7N2SnF3,4.4,3.04,3.498551723588343
979,C2H7N2SnF3,4.74,3.04,3.838551723588343
981,C2H7N2SnF3,4.68,3.04,3.7785517235883423
983,C2H7N2SnF3,4.46,3.05,3.5644531694398305
985,C2H7N2SnF3,4.32,3.07,3.4360835243571843
987,C2H7N2SnF3,4.56,3.1,3.6931088042366307
989,CH6NSnF3,4.32,3.18,3.4961773277079655
991,CH6NSnF3,4.99,3.05,4.094453169439831
993,CH6NSnF3,4.71,3.06,3.8202968525688865
995,CH6NSnF3,4.56,3.0,3.634352845412669
997,CH6NSnF3,4.71,3.05,3.8144531694398305
999,CH6NSnF3,4.4,2.86,3.381512006542377
1001,CH6N3SnF3,5.32,3.1,4.453108804236631
1003,CH6N3SnF3,4.19,3.23,3.3914852638014388
1005,H4NOSn3F,4.92,3.31,4.159617711477079
1007,H4NOSn3F,4.81,3.26,4.026114231690506
1009,H4NOSn3F,4.57,3.1,3.7031088042366314
1011,H4NOSn3F,5.33,3.22,4.526517843516263
1013,H4NOSn3F,4.93,3.18,4.1061773277079645
1015,CH5N2SnF3,4.66,3.13,3.8096468891908692
1017,CH5N2SnF3,3.85,3.16,3.0157161921881537
1019,C4H12NSnF3,5.68,2.71,4.545643933050207
1021,H5N2SnF3,5.08,3.19,4.261334264474015
1023,H5N2SnF3,5.01,3.12,4.154187172164081
1025,H5N2SnF3,4.93,3.17,4.10097151018659
1027,H5N2SnF3,4.97,3.17,4.14097151018659
1029,H5N2SnF3,3.97,3.31,3.209617711477079
1031,H5N2SnF3,4.76,3.13,3.909646889190869
1033,H5N2SnF3,4.93,3.14,4.085054526422373
1035,H5N2SnF3,4.77,3.13,3.9196468891908687
1037,H4NSnF3,4.95,3.15,4.110410744138476
1039,H4NSnF3,4.91,3.05,4.014453169439831
1041,H4NSnF3,4.91,3.15,4.070410744138476
1043,C3H10NSnF3,5.65,2.8,4.587394848050259
1045,C3H10NSnF3,4.42,2.86,3.4015120065423767
1047,C3H10NSnF3,5.6,2.77,4.514253490689834
1049,C3H10NSnF3,4.68,2.86,3.6615120065423765
1051,C3H10NSnF3,5.38,2.8,4.317394848050258
1053,C3H10NSnF3,5.43,2.73,4.312203653438798
1055,C3H10NSnF3,5.36,2.81,4.30494441670116
1057,C3H8NSnF3,4.71,2.92,3.732937653489635
1059,C3H8NSnF3,4.76,2.94,3.7961858032201885
1061,C3H8NSnF3,5.21,3.01,4.2904931081019
1063,C3H8NSnF3,4.55,3.05,3.6544531694398303
1065,C3H8NSnF3,4.56,2.9,3.569414460013558
1067,C3H8NSnF3,4.53,2.9,3.5394144600135586
1069,C3H8NSnF3,4.55,2.8,3.487394848050258
1071,C3H8NSnF3,4.62,3.0,3.6943528454126695
1073,C3H8NSnF3,4.61,2.98,3.6718863574516947
1075,C3H8NSnF3,4.62,2.99,3.6881508717703415
1077,C3H8NSnF3,4.61,3.0,3.6843528454126697
1079,C3H8NSnF3,4.41,3.0,3.4843528454126695
1081,C3H8NSnF3,4.93,2.86,3.9115120065423765
1083,C3H8NSnF3,4.93,2.87,3.918597118905659
1085,C3H5N2SnF3,4.7,3.22,3.8965178435162637
1087,C3H5N2SnF3,4.8,3.22,3.9965178435162634
1089,C3H5N2SnF3,4.33,3.1,3.463108804236631
1091,C3H5N2SnF3,4.35,3.09,3.477488778784682
1093,C3H5N2SnF3,4.46,3.14,3.6150545264223726
1095,C3H5N2SnF3,4.45,3.15,3.610410744138476
1097,C3H5N2SnF3,4.47,3.14,3.6250545264223724
1099,C3H5N2SnF3,4.16,3.15,3.320410744138476
1101,C3H5N2SnF3,3.99,3.17,3.1609715101865903
1103,C2H8NSnCl3,3.02,3.58,2.3699871733649096
1105,C2H8NSnCl3,2.83,3.68,2.2148339739421394
1107,C2H8NSnCl3,4.25,3.25,3.4612828978664165
1109,C2H8NSnCl3,4.24,3.28,3.4656446691621454
1111,C2H8NSnCl3,3.95,3.33,3.1987240040683953
1113,C2H8NSnCl3,4.27,3.28,3.495644669162145
1115,C2H8NSnCl3,4.15,3.07,3.2660835243571844
1117,C2H8NSnCl3,4.27,3.21,3.4615039264675245
1119,C2H8NSnCl3,4.01,3.41,3.293560995236885
1121,C2H8NSnCl3,2.29,3.52,1.617638785568991
1123,C2H8NSnCl3,4.19,3.21,3.3815039264675253
1125,C3H10NSnCl3,3.97,3.06,3.0802968525688867
1127,C3H10NSnCl3,3.76,3.09,2.8874887787846824
1129,C3H10NSnCl3,3.26,3.2,2.446442930538479
1131,C3H10NSnCl3,3.58,3.37,2.8464526066720697
1133,C3H10NSnCl3,3.52,3.28,2.7456446691621452
1135,C3H10NSnCl3,3.56,3.38,2.830786702909039
1137,C3H10NSnCl3,4.22,2.98,3.281886357451694
1139,C3H10NSnCl3,4.39,3.23,3.591485263801438
1141,C3H10NSnCl3,4.41,2.99,3.4781508717703415
1143,C3H10NSnCl3,4.22,2.98,3.281886357451694
1145,C3H10NSnCl3,4.11,3.05,3.214453169439831
1147,C3H10NSnCl3,4.29,3.01,3.3704931081019
1149,C3H10NSnCl3,3.87,3.17,3.04097151018659
1151,C4H12NSnCl3,3.75,3.04,2.8485517235883426
1153,C4H12NSnCl3,3.95,3.07,3.0660835243571842
1155,C4H12NSnCl3,4.17,2.83,3.1298041689512948
1157,C3H10NSnCl3,3.89,3.22,3.0865178435162637
1159,C3H10NSnCl3,3.44,3.34,2.6932159282077186
1161,C3H10NSnCl3,3.49,3.27,2.710901309159725
1163,C3H10NSnCl3,3.84,3.3,3.0750023515807183
1165,C3H10NSnCl3,4.26,2.86,3.2415120065423766
1167,C3H10NSnCl3,4.2,3.01,3.2804931081019
1169,C3H10NSnCl3,4.53,3.09,3.657488778784683
1171,C3H10NSnCl3,4.23,3.05,3.334453169439831
1173,C3H10NSnCl3,4.35,3.17,3.5209715101865897
1175,C2H8NSnCl3,3.48,3.43,2.7718916105291185
1177,C2H8NSnCl3,3.28,3.48,2.5920933750094153
1179,C2H8NSnCl3,2.92,3.51,2.2438022101049526
1181,C2H8NSnCl3,4.1,3.29,3.3303448424085165
1183,C2H8NSnCl3,4.08,3.29,3.310344842408517
1185,C2H8NSnCl3,4.09,3.28,3.315644669162145
1187,C2H8NSnCl3,4.14,3.3,3.375002351580718
1189,C2H8NSnCl3,4.18,3.33,3.428724004068395
1191,C2H7N2SnCl3,3.29,3.56,2.6326631429675884
1193,C2H7N2SnCl3,3.37,3.53,2.701442801781093
1195,C2H7N2SnCl3,3.04,3.56,2.3826631429675884
1197,C2H7N2SnCl3,4.21,3.39,3.485082500910541
1199,C2H7N2SnCl3,4.21,3.39,3.485082500910541
1201,C2H7N2SnCl3,4.15,3.33,3.3987240040683955
1203,CH6NSnCl3,2.16,4.06,1.6545992142926318
1205,CH6NSnCl3,2.27,4.02,1.7544914487707002
1207,CH6NSnCl3,3.84,3.44,3.1360025358905173
1209,CH6NSnCl3,4.11,3.36,3.3720797555904576
1211,CH6NSnCl3,3.74,3.58,3.08998717336491
1213,CH6NSnCl3,3.41,3.55,2.7489546208065088
1215,CH6N3SnCl3,3.35,3.72,2.747992225164327
1217,CH6N3SnCl3,4.01,3.51,3.3338022101049525
1219,H4NOSn3Cl,3.79,3.82,3.2190984079873104
1221,H4NOSn3Cl,3.34,3.83,2.7720757254268573
1223,H4NOSn3Cl,3.97,3.73,3.3712158219144843
1225,H4NOSn3Cl,3.9,3.75,3.3075858210641083
1227,H4NOSn3Cl,4.07,3.62,3.434272733487533
1229,H4NOSn3Cl,3.98,3.73,3.381215821914484
1231,CH5N2SnCl3,2.86,3.88,2.3066186369907817
1233,CH5N2SnCl3,3.07,3.91,2.525077845429715
1235,CH5N2SnCl3,3.73,3.38,3.000786702909039
1237,C4H12NSnCl3,3.8,3.11,2.9386747044296504
1239,C4H12NSnCl3,3.97,3.06,3.0802968525688867
1241,C4H12NSnCl3,4.3,2.89,3.302547336444011
1243,H5N2SnCl3,2.48,4.03,1.9670466297258173
1245,H5N2SnCl3,3.33,3.81,2.756097616351088
1247,H5N2SnCl3,3.83,3.7,3.2214664432954
1249,H5N2SnCl3,3.91,3.73,3.3112158219144843
1251,H5N2SnCl3,4.08,3.62,3.4442727334875327
1253,H5N2SnCl3,4.07,3.62,3.434272733487533
1255,H5N2SnCl3,3.66,3.7,3.0514664432954
1257,H5N2SnCl3,3.98,3.62,3.344272733487533
1259,H5N2SnCl3,3.78,3.74,3.1844135955213204
1261,H5N2SnCl3,3.22,3.89,2.669460128383637
1263,H5N2SnCl3,4.02,3.75,3.427585821064108
1265,H4NSnCl3,4.03,3.71,3.4247425264793216
1267,H4NSnCl3,2.58,3.76,1.9907327699690205
1269,H4NSnCl3,4.04,3.71,3.4347425264793214
1271,H4NSnCl3,4.04,3.71,3.4347425264793214
1273,C3H10NSnCl3,3.33,3.28,2.5556446691621453
1275,C3H10NSnCl3,3.12,3.29,2.350344842408517
1277,C3H10NSnCl3,3.72,3.26,2.9361142316905067
1279,C3H10NSnCl3,4.13,3.12,3.2741871721640807
1281,C3H10NSnCl3,4.13,3.13,3.279646889190869
1283,C3H10NSnCl3,3.83,3.15,2.990410744138476
1285,C3H10NSnCl3,3.95,3.23,3.1514852638014386
1287,C3H10NSnCl3,4.19,2.9,3.199414460013559
1289,C3H10NSnCl3,4.21,3.04,3.3085517235883426
1291,C3H10NSnCl3,4.44,3.05,3.544453169439831
1293,C3H8NSnCl3,2.8,3.61,2.1607458206055834
1295,C3H8NSnCl3,2.68,3.64,2.0512395550593245
1297,C3H8NSnCl3,3.31,3.55,2.6489546208065087
1299,C3H8NSnCl3,3,3.62,2.3642727334875326
1301,C3H8NSnCl3,3.81,3.21,3.0015039264675254
1303,C3H8NSnCl3,3.38,3.32,2.624191429154633
1305,C3H8NSnCl3,3.55,3.3,2.7850023515807183
1307,C3H8NSnCl3,4.27,3.38,3.5407867029090383
1309,C3H8NSnCl3,4.29,3.3,3.5250023515807185
1311,C3H8NSnCl3,4.26,3.31,3.499617711477079
1313,C3H8NSnCl3,4.26,3.31,3.499617711477079
1315,C3H8NSnCl3,4.24,3.3,3.4750023515807187
1317,C3H8NSnCl3,4.3,3.29,3.5303448424085166
1319,C3H8NSnCl3,4.24,3.31,3.479617711477079
1321,C3H8NSnCl3,3.97,3.46,3.274117712646098
1323,C3H8NSnCl3,3.93,3.01,3.0104931081019
1325,C3H8NSnCl3,4.13,2.97,3.185558458741628
1327,C3H5N2SnCl3,3.16,3.51,2.483802210104953
1329,C3H5N2SnCl3,3.67,3.53,3.001442801781093
1331,C3H5N2SnCl3,3.45,3.48,2.7620933750094157
1333,C3H5N2SnCl3,3.41,3.49,2.7260298855275433
1335,C3H5N2SnCl3,4.11,3.5,3.4299327027521658
1337,C3H5N2SnCl3,4.1,3.5,3.419932702752165
1339,C3H5N2SnCl3,4.19,3.48,3.502093375009416
1341,C3H5N2SnCl3,4.12,3.5,3.4399327027521656
1343,C2H8NSnBr3,2.31,4.29,1.8573386695743896
1345,C2H8NSnBr3,2.23,4.31,1.781529955626532
1347,C2H8NSnBr3,3.56,3.74,2.9644135955213207
1349,C2H8NSnBr3,3.6,3.76,3.0107327699690205
1351,C2H8NSnBr3,3.37,3.83,2.8020757254268576
1353,C2H8NSnBr3,3.63,3.76,3.0407327699690203
1355,C2H8NSnBr3,3.5,3.62,2.8642727334875326
1357,C2H8NSnBr3,3.45,3.87,2.893755090086335
1359,C2H8NSnBr3,3.61,3.78,3.0269519056517193
1361,C2H8NSnBr3,3.4,3.94,2.8633445598130605
1363,C2H8NSnBr3,2.06,4.06,1.5545992142926317
1365,C2H8NSnBr3,3.33,3.67,2.7114770032232793
1367,C3H10NSnBr3,3.29,3.48,2.6020933750094155
1369,C3H10NSnBr3,3.22,3.51,2.5438022101049524
1371,C3H10NSnBr3,2.94,3.63,2.3077705384964617
1373,C3H10NSnBr3,2.83,3.93,2.2906100142256687
1375,C3H10NSnBr3,2.82,3.78,2.2369519056517193
1377,C3H10NSnBr3,2.8,3.96,2.2687516330421653
1379,C3H10NSnBr3,3.64,3.4,2.919340450580798
1381,C3H10NSnBr3,3.79,3.35,3.0476676862298087
1383,C3H10NSnBr3,3.69,3.41,2.9735609952368853
1385,C3H10NSnBr3,3.74,3.4,3.019340450580798
1387,C3H10NSnBr3,3.64,3.44,2.9360025358905175
1389,C3H10NSnBr3,3.88,3.31,3.119617711477079
1391,C3H10NSnBr3,2.84,3.8,2.263073103096539
1393,C4H12NSnBr3,3.17,3.42,2.457744571724122
1395,C4H12NSnBr3,3.36,3.47,2.6681227822433558
1397,C4H12NSnBr3,3.69,3.12,2.8341871721640803
1399,C3H10NSnBr3,3.19,3.74,2.5944135955213206
1401,C3H10NSnBr3,2.79,3.85,2.227960911365426
1403,C3H10NSnBr3,2.86,3.79,2.280024617533575
1405,C3H10NSnBr3,3.11,3.81,2.5360976163510878
1407,C3H10NSnBr3,3.58,3.41,2.8635609952368855
1409,C3H10NSnBr3,3.56,3.4,2.839340450580798
1411,C3H10NSnBr3,3.73,3.24,2.936406760470396
1413,C3H10NSnBr3,3.46,3.48,2.7720933750094154
1415,C3H10NSnBr3,3.64,3.41,2.9235609952368855
1417,C3H10NSnBr3,3.68,3.42,2.9677445717241224
1419,C3H10NSnBr3,3.86,3.55,3.1989546208065085
1421,C2H8NSnBr3,2.43,4.1,1.9344125882637733
1423,C2H8NSnBr3,2.48,4.14,1.9939428929913197
1425,C2H8NSnBr3,2.44,4.1,1.944412588263773
1427,C2H8NSnBr3,2.49,4.19,2.0154740864266
1429,C2H8NSnBr3,3.48,3.78,2.8969519056517194
1431,C2H8NSnBr3,3.49,3.84,2.925029812873944
1433,C2H8NSnBr3,3.58,3.86,3.02086925881997
1435,C2H7N2SnBr3,2.48,4.11,1.9868212719977993
1437,C2H7N2SnBr3,2.62,4.05,2.112100326701053
1439,C2H7N2SnBr3,2.4,4.2,1.9277310435778925
1441,C2H7N2SnBr3,3.63,3.84,3.0650298128739437
1443,C2H7N2SnBr3,3.64,3.84,3.075029812873944
1445,C2H7N2SnBr3,3.65,3.76,3.0607327699690203
1447,C2H7N2SnBr3,3.64,3.66,3.0180924787776604
1449,CH6NSnBr3,1.8,4.82,1.4414135263129952
1451,CH6NSnBr3,1.84,4.81,1.479920972364142
1453,CH6NSnBr3,3.29,4.01,2.771917127922962
1455,CH6NSnBr3,3.63,3.85,3.067960911365426
1457,CH6NSnBr3,3.07,4.21,2.599971937007466
1459,CH6NSnBr3,2.85,4.38,2.4157500682176156
1461,CH6N3SnBr3,2.41,4.56,2.009356321594819
1463,CH6N3SnBr3,2.12,4.59,1.7245763789195052
1465,CH6N3SnBr3,3.34,4.01,2.821917127922962
1467,H4NOSn3Br,3.48,4.37,3.043760380413262
1469,H4NOSn3Br,2.7,4.68,2.319638743184036
1471,H4NOSn3Br,2.86,4.58,2.4628477531279924
1473,H4NOSn3Br,3.2,4.51,2.7904236266642757
1475,H4NOSn3Br,3.34,4.33,2.8956632980448997
1477,H4NOSn3Br,3.52,4.18,3.0432009116500325
1479,H4NOSn3Br,3.35,4.38,2.9157500682176156
1481,CH5N2SnBr3,1.99,4.79,1.6269077718766056
1483,CH5N2SnBr3,2.06,4.84,1.7043709279042598
1485,CH5N2SnBr3,3.47,3.82,2.8990984079873106
1487,C4H12NSnBr3,2.99,3.64,2.361239555059325
1489,C4H12NSnBr3,3.13,3.58,2.4799871733649095
1491,C4H12NSnBr3,3.75,3.2,2.936442930538479
1493,H5N2SnBr3,1.91,4.83,1.5528968193405615
1495,H5N2SnBr3,2.81,4.43,2.3854972310031655
1497,H5N2SnBr3,2.18,4.96,1.8413706266549341
1499,H5N2SnBr3,3.2,4.38,2.7657500682176157
1501,H5N2SnBr3,3.66,4.12,3.169212438066384
1503,H5N2SnBr3,3.55,4.15,3.066282514658965
1505,H5N2SnBr3,2.79,4.47,2.373060603311864
1507,H5N2SnBr3,3.49,4.2,3.017731043577893
1509,H5N2SnBr3,3.38,4.3,2.929441622969931
1511,H5N2SnBr3,2.57,4.66,2.1863668334613835
1513,H5N2SnBr3,3.29,4.38,2.8557500682176156
1515,H5N2SnBr3,2.59,4.59,2.1945763789195047
1517,H4NSnBr3,3.64,4.13,3.151586255926577
1519,H4NSnBr3,2.38,4.27,1.9230883517550155
1521,H4NSnBr3,3.59,4.15,3.106282514658965
1523,C3H10NSnBr3,2.49,3.84,1.925029812873944
1525,C3H10NSnBr3,2.96,3.83,2.3920757254268574
1527,C3H10NSnBr3,3.07,3.77,2.4838547100671944
1529,C3H10NSnBr3,3.42,3.57,2.766340544744488
1531,C3H10NSnBr3,3.02,3.67,2.4014770032232793
1533,C3H10NSnBr3,2.58,3.82,2.0090984079873104
1535,C3H10NSnBr3,3.55,3.28,2.775644669162145
1537,C3H10NSnBr3,3.49,3.53,2.8214428017810933
1539,C3H10NSnBr3,3.58,3.48,2.8920933750094155
1541,C3H10NSnBr3,3.29,3.69,2.678163689214535
1543,C3H10NSnBr3,3.85,3.46,3.154117712646098
1545,C3H8NSnBr3,2.13,4.35,1.6897397600060258
1547,C3H8NSnBr3,2.09,4.41,1.6616381347645284
1549,C3H8NSnBr3,2.44,4.38,2.0057500682176155
1551,C3H8NSnBr3,2.2,4.38,1.7657500682176157
1553,C3H8NSnBr3,2.93,3.93,2.3906100142256683
1555,C3H8NSnBr3,2.99,3.98,2.464077397585543
1557,C3H8NSnBr3,3.59,3.92,3.0478545143113562
1559,C3H8NSnBr3,3.78,3.69,3.1681636892145346
1561,C3H8NSnBr3,3.74,3.69,3.128163689214535
1563,C3H8NSnBr3,3.75,3.69,3.138163689214535
1565,C3H8NSnBr3,3.7,3.7,3.0914664432954
1567,C3H8NSnBr3,3.54,3.71,2.9347425264793214
1569,C3H8NSnBr3,3.59,3.91,3.0450778454297147
1571,C3H8NSnBr3,3.34,3.97,2.8114245765606043
1573,C3H8NSnBr3,3.38,3.51,2.7038022101049526
1575,C3H8NSnBr3,3.49,3.47,2.7981227822433565
1577,C3H5N2SnBr3,2.42,4.13,1.9315862559265766
1579,C3H5N2SnBr3,2.96,4.14,2.4739428929913196
1581,C3H5N2SnBr3,2.7,4.11,2.2068212719977995
1583,C3H5N2SnBr3,3.51,3.93,2.9706100142256684
1585,C3H5N2SnBr3,3.57,3.93,3.030610014225668
1587,C3H5N2SnBr3,3.41,3.74,2.814413595521321
1589,C3H5N2SnBr3,3.56,3.91,3.0150778454297154
1591,C2H8NSnI3,1.88,5.26,1.5788960230997275
1593,C2H8NSnI3,1.84,5.24,1.5365931330019387
1595,C2H8NSnI3,2.82,4.44,2.397407252288472
1597,C2H8NSnI3,2.91,4.5,2.4986012646278533
1599,C2H8NSnI3,2.72,4.6,2.326293743322969
1601,C2H8NSnI3,2.87,4.49,2.456766712898945
1603,C2H8NSnI3,2.91,4.41,2.4816381347645287
1605,C2H8NSnI3,2.66,4.73,2.2876377049338275
1607,C2H8NSnI3,2.99,4.57,2.59110776727272
1609,C2H8NSnI3,2.75,4.84,2.3943709279042595
1611,C2H8NSnI3,1.93,4.9,1.583026889159268
1613,C2H8NSnI3,2.8,4.36,2.3617569864023453
1615,C3H10NSnI3,2.45,4.3,1.9994416229699312
1617,C3H10NSnI3,2.49,4.25,2.028777888371711
1619,C3H10NSnI3,2.3,4.38,1.8657500682176154
1621,C3H10NSnI3,2.01,4.88,1.6601770193124337
1623,C3H10NSnI3,2.11,4.63,1.7213792390090927
1625,C3H10NSnI3,2.02,4.94,1.6786231379269463
1627,C3H10NSnI3,3.07,4.09,2.5719862153331237
1629,C3H10NSnI3,3.11,3.99,2.586710297593233
1631,C3H10NSnI3,3,4.25,2.538777888371711
1633,C3H10NSnI3,3.09,4.04,2.5795828600574713
1635,C3H10NSnI3,3.27,3.81,2.696097616351088
1637,C3H10NSnI3,2.27,4.5,1.8586012646278531
1639,C4H12NSnI3,2.47,4.12,1.979212438066384
1641,C4H12NSnI3,2.72,4.16,2.2386052843422957
1643,C4H12NSnI3,3.12,3.59,2.4736033712272585
1645,C3H10NSnI3,2.45,4.63,2.061379239009093
1647,C3H10NSnI3,2.2,4.64,1.8130525234427963
1649,C3H10NSnI3,2.28,4.73,1.9076377049338271
1651,C3H10NSnI3,2.07,4.8,1.7084190802393238
1653,C3H10NSnI3,2.98,4.06,2.4745992142926316
1655,C3H10NSnI3,3.02,4.07,2.5170797052028098
1657,C3H10NSnI3,3.02,4.06,2.5145992142926317
1659,C3H10NSnI3,3.19,4.02,2.6744914487707003
1661,C3H10NSnI3,3.32,4.15,2.836282514658965
1663,C2H8NSnI3,2.03,4.93,1.6872368373749334
1665,C2H8NSnI3,2.04,4.95,1.700001045146986
1667,C2H8NSnI3,2.03,4.92,1.6858420751831755
1669,C2H8NSnI3,1.84,5.29,1.54230150723854
1671,C2H8NSnI3,2.91,4.5,2.4986012646278533
1673,C2H8NSnI3,2.91,4.53,2.5040322114875093
1675,C2H8NSnI3,3.03,4.26,2.5709407088934086
1677,C2H8NSnI3,2.93,4.69,2.551259023586637
1679,C2H7N2SnI3,1.9,5.07,1.5759052012929062
1681,C2H7N2SnI3,1.93,4.99,1.5954300829600694
1683,C2H7N2SnI3,1.8,5.23,1.495431768065325
1685,C2H7N2SnI3,2.93,4.52,2.522233906762179
1687,C2H7N2SnI3,3.12,4.46,2.7011888238610284
1689,C2H7N2SnI3,3.12,4.23,2.6544061392347817
1691,CH6NSnI3,1.56,5.81,1.313205364621921
1693,CH6NSnI3,1.55,5.84,1.305734413372409
1695,CH6NSnI3,2.63,4.86,2.2772918935423982
1697,CH6NSnI3,3.09,4.58,2.6928477531279924
1699,CH6NSnI3,2.38,5.12,2.0622042697415934
1701,CH6NSnI3,2.25,5.48,1.9725869654987622
1703,CH6N3SnI3,1.79,5.56,1.5205126419670962
1705,CH6N3SnI3,1.64,5.7,1.383588045820684
1707,CH6N3SnI3,2.63,4.78,2.2653869683966503
1709,H4NOSn3I,1.97,5.62,1.7062361041752898
1711,H4NOSn3I,2.08,5.88,1.8390464508050473
1713,H4NOSn3I,2.13,5.86,1.887398909967327
1715,H4NOSn3I,2.11,5.79,1.8614974483644309
1717,H4NOSn3I,2.87,5.18,2.5595236955588776
1719,H4NOSn3I,2.9,5.05,2.573333030436782
1721,H4NOSn3I,2.4,5.68,2.1417791487525424
1723,CH5N2SnI3,1.67,5.66,1.4099510422378236
1725,CH5N2SnI3,1.56,5.75,1.3080279957267003
1727,CH5N2SnI3,3.18,4.41,2.7516381347645287
1729,C4H12NSnI3,2.15,4.59,1.754576378919505
1731,C4H12NSnI3,3.14,3.8,2.5630731030965395
1733,H5N2SnI3,1.52,5.89,1.2798639346915877
1735,H5N2SnI3,1.58,6.16,1.3604534810021196
1737,H5N2SnI3,2.56,5.19,2.250718983398266
1739,H5N2SnI3,3.01,5.04,2.682035446929092
1741,H5N2SnI3,2.96,4.99,2.6254300829600696
1743,H5N2SnI3,2.08,5.69,1.822685981594881
1745,H5N2SnI3,2.96,5.08,2.637179909197487
1747,H5N2SnI3,2.95,5.13,2.633442031877388
1749,H5N2SnI3,2.01,5.82,1.7640527275514584
1751,H5N2SnI3,2.12,5.5,1.8446008465690589
1753,H5N2SnI3,2.15,5.65,1.8890297003277947
1755,H4NSnI3,3.16,4.78,2.7953869683966506
1757,H4NSnI3,2.31,4.87,1.9587388996333428
1759,H4NSnI3,3.15,4.78,2.7853869683966503
1761,H4NSnI3,3.09,4.8,2.728419080239324
1763,C3H10NSnI3,2.01,4.7,1.632868972780173
1765,C3H10NSnI3,1.97,4.73,1.5976377049338275
1767,C3H10NSnI3,2.15,4.75,1.780766785981785
1769,C3H10NSnI3,2.24,4.74,1.8692071965280683
1771,C3H10NSnI3,2.59,4.34,2.147708573590118
1773,C3H10NSnI3,1.94,4.92,1.5958420751831757
1775,C3H10NSnI3,2.88,4.0,2.3593234755446266
1777,C3H10NSnI3,2.83,4.33,2.3856632980449
1779,C3H10NSnI3,2.98,4.22,2.5121969187975353
1781,C3H10NSnI3,2.86,4.34,2.417708573590118
1783,C3H10NSnI3,3.06,4.17,2.58091136349706
1785,C3H8NSnI3,1.67,5.41,1.385361626095101
1787,C3H8NSnI3,1.74,5.38,1.452178369864776
1789,C3H8NSnI3,1.83,5.33,1.5367530108069665
1791,C3H8NSnI3,1.58,5.5,1.3046008465690588
1793,C3H8NSnI3,2.61,4.59,2.2145763789195048
1795,C3H8NSnI3,2.45,4.76,2.0823165564187747
1797,C3H8NSnI3,2.58,4.78,2.2153869683966505
1799,C3H8NSnI3,2.89,4.69,2.511259023586637
1801,C3H8NSnI3,3.18,4.3,2.729441622969931
1803,C3H8NSnI3,3.17,4.3,2.719441622969931
1805,C3H8NSnI3,3.14,4.31,2.691529955626532
1807,C3H8NSnI3,3.06,4.35,2.6197397600060257
1809,C3H8NSnI3,2.9,4.68,2.5196387431840357
1811,C3H8NSnI3,2.75,4.69,2.371259023586637
1813,C3H8NSnI3,3,4.24,2.5365997468357304
1815,C3H8NSnI3,3,4.23,2.5344061392347816
1817,C3H5N2SnI3,1.97,5.14,1.654672576750368
1819,C3H5N2SnI3,1.92,5.13,1.6034420318773877
1821,C3H5N2SnI3,1.97,5.09,1.6484471114714712
1823,C3H5N2SnI3,2.02,5.07,1.6959052012929063
1825,C3H5N2SnI3,2.89,4.57,2.49110776727272
1827,C3H5N2SnI3,2.67,4.65,2.2847150241051692
1829,C3H5N2SnI3,2.95,4.62,2.5596950773371017
1831,C3H5N2SnI3,2.71,4.46,2.2911888238610283
1833,C3H5N2SnI3,2.94,4.6,2.546293743322969
1835,C2H8NPbF3,4.9,3.01,3.9804931081019004
1837,C2H8NPbF3,5.37,3.03,4.462591751213282
1839,C2H8NPbF3,5.59,2.9,4.599414460013558
1841,C2H8NPbF3,6.11,2.9,5.119414460013559
1843,C2H8NPbF3,5.76,2.84,4.72711659501017
1845,C2H8NPbF3,5.61,2.95,4.652709061616091
1847,C2H8NPbF3,6.18,2.94,5.216185803220188
1849,C2H8NPbF3,5.15,2.99,4.218150871770342
1851,C2H8NPbF3,5.59,2.94,4.626185803220189
1853,C2H8NPbF3,4.15,2.99,3.2181508717703418
1855,C2H8NPbF3,4.46,2.98,3.5218863574516943
1857,C2H8NPbF3,5.12,2.9,4.1294144600135585
1859,C3H10NPbF3,5.44,2.76,4.34637150923047
1861,C3H10NPbF3,5.22,2.85,4.194352183282736
1863,C3H10NPbF3,5.52,2.87,4.508597118905659
1865,C3H10NPbF3,5.8,2.91,4.816210910205834
1867,C3H10NPbF3,5.68,2.94,4.716185803220188
1869,C3H10NPbF3,5.27,2.98,4.331886357451694
1871,C3H10NPbF3,6.24,2.91,5.2562109102058345
1873,C3H10NPbF3,5.92,2.9,4.929414460013558
1875,C3H10NPbF3,5.61,2.96,4.6591663176490625
1877,C3H10NPbF3,5.75,2.94,4.786185803220189
1879,C3H10NPbF3,5.76,2.94,4.7961858032201885
1881,C4H12NPbF3,5.71,2.8,4.647394848050258
1883,C4H12NPbF3,5.92,2.74,4.810347861995049
1885,C3H10NPbF3,6.17,2.87,5.158597118905659
1887,C3H10NPbF3,5.47,2.94,4.5061858032201885
1889,C3H10NPbF3,5.57,2.98,4.631886357451695
1891,C3H10NPbF3,5.73,2.88,4.725608556220345
1893,C3H10NPbF3,5.71,2.9,4.719414460013558
